Airline,Price,Start_Day,Start_time,take_place,End_time,destination,flight_time,transit,total_time_hour,End_day,Is_Transit,Is_VietJet_Air,Is_Vietnam_Airlines,Is_Bamboo_Airways,Is_Vietravel_Airlines,Id_Plane
"Bamboo Airways, Vietnam Airlines",3025726,12-05-2025,08:25,DAD,14:00,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,12-05-2025,1,0,1,1,0,177
VietJet Air,2176388,13-05-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,13-05-2025,0,0,0,0,0,178
VietJet Air,2176388,13-05-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,13-05-2025,0,0,0,0,0,179
"VietJet Air, Vietravel Airlines",1707921,13-05-2025,07:20,DAD,18:25,PQC,11h 5m,"1 điểm dừng
Tự trung chuyển",11.08,13-05-2025,1,1,0,0,1,180
"VietJet Air, Vietravel Airlines",1739514,13-05-2025,05:30,DAD,18:25,PQC,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,13-05-2025,1,1,0,0,1,181
"Bamboo Airways, Vietravel Airlines",1989798,13-05-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,13-05-2025,1,0,0,1,1,182
"VietJet Air, Vietravel Airlines",2248391,13-05-2025,12:15,DAD,18:25,PQC,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,13-05-2025,1,1,0,0,1,183
"Vietnam Airlines, Vietravel Airlines",2617368,13-05-2025,13:00,DAD,18:25,PQC,5h 25m,"1 điểm dừng
Tự trung chuyển",5.42,13-05-2025,1,0,1,0,1,184
"Vietnam Airlines, Vietravel Airlines",2617368,13-05-2025,11:00,DAD,18:25,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,13-05-2025,1,0,1,0,1,185
VietJet Air,2843898,13-05-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,13-05-2025,0,0,0,0,0,186
VietJet Air,2176388,14-05-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,14-05-2025,0,0,0,0,0,187
VietJet Air,2774221,14-05-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,14-05-2025,0,0,0,0,0,188
"VietJet Air, Vietravel Airlines",1643381,14-05-2025,06:55,DAD,18:25,PQC,11h 30m,"1 điểm dừng
Tự trung chuyển",11.5,14-05-2025,1,1,0,0,1,189
VietJet Air,1659753,14-05-2025,06:55,DAD,18:15,PQC,11h 20m,"1 điểm dừng
Tự trung chuyển",11.33,14-05-2025,0,0,0,0,0,190
VietJet Air,1958530,14-05-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,14-05-2025,0,0,0,0,0,191
VietJet Air,1963408,14-05-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,14-05-2025,0,0,0,0,0,192
"Bamboo Airways, Vietravel Airlines",2119473,14-05-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,14-05-2025,1,0,0,1,1,193
VietJet Air,2157623,14-05-2025,05:30,DAD,10:20,PQC,4h 50m,"1 điểm dừng
Tự trung chuyển",4.83,14-05-2025,0,0,0,0,0,194
VietJet Air,2958611,14-05-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,14-05-2025,0,0,0,0,0,195
VietJet Air,2176388,15-05-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,15-05-2025,0,0,0,0,0,196
VietJet Air,2176388,15-05-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,15-05-2025,0,0,0,0,0,197
"VietJet Air, Vietravel Airlines",1901261,15-05-2025,05:30,DAD,18:25,PQC,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,15-05-2025,1,1,0,0,1,198
"VietJet Air, Vietravel Airlines",1998018,15-05-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,15-05-2025,1,1,0,0,1,199
"VietJet Air, Vietravel Airlines",2168591,15-05-2025,11:10,DAD,18:25,PQC,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,15-05-2025,1,1,0,0,1,200
"VietJet Air, Vietravel Airlines",2173438,15-05-2025,09:35,DAD,18:25,PQC,8h 50m,"1 điểm dừng
Tự trung chuyển",8.83,15-05-2025,1,1,0,0,1,201
"Bamboo Airways, Vietravel Airlines",2175333,15-05-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,15-05-2025,1,0,0,1,1,202
"VietJet Air, Vietravel Airlines",2260361,15-05-2025,12:15,DAD,18:25,PQC,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,15-05-2025,1,1,0,0,1,203
VietJet Air,2292428,15-05-2025,05:30,DAD,12:35,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,15-05-2025,0,0,0,0,0,204
VietJet Air,2747140,15-05-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,15-05-2025,0,0,0,0,0,205
VietJet Air,2176388,16-05-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,16-05-2025,0,0,0,0,0,206
VietJet Air,2347720,16-05-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,16-05-2025,0,0,0,0,0,207
"VietJet Air, Vietravel Airlines",2019455,16-05-2025,05:30,DAD,18:25,PQC,12h 55m,"1 điểm dừng
Tự trung chuyển",12.92,16-05-2025,1,1,0,0,1,208
VietJet Air,2088408,16-05-2025,05:30,DAD,16:40,PQC,11h 10m,"1 điểm dừng
Tự trung chuyển",11.17,16-05-2025,0,0,0,0,0,209
VietJet Air,2314216,16-05-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,16-05-2025,0,0,0,0,0,210
VietJet Air,2373408,16-05-2025,05:30,DAD,12:35,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,16-05-2025,0,0,0,0,0,211
"Bamboo Airways, Vietravel Airlines",2495547,16-05-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,16-05-2025,1,0,0,1,1,212
VietJet Air,3100949,16-05-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,16-05-2025,0,0,0,0,0,213
VietJet Air,2176388,17-05-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,17-05-2025,0,0,0,0,0,214
VietJet Air,2176388,17-05-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,17-05-2025,0,0,0,0,0,215
VietJet Air,1885561,17-05-2025,05:30,DAD,16:40,PQC,11h 10m,"1 điểm dừng
Tự trung chuyển",11.17,17-05-2025,0,0,0,0,0,216
VietJet Air,1885561,17-05-2025,05:30,DAD,18:15,PQC,12h 45m,"1 điểm dừng
Tự trung chuyển",12.75,17-05-2025,0,0,0,0,0,217
"Bamboo Airways, Vietravel Airlines",2107073,17-05-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,17-05-2025,1,0,0,1,1,218
"VietJet Air, Vietravel Airlines",2192101,17-05-2025,12:15,DAD,18:25,PQC,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,17-05-2025,1,1,0,0,1,219
VietJet Air,2315216,17-05-2025,05:30,DAD,10:20,PQC,4h 50m,"1 điểm dừng
Tự trung chuyển",4.83,17-05-2025,0,0,0,0,0,220
VietJet Air,2315216,17-05-2025,05:30,DAD,12:35,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,17-05-2025,0,0,0,0,0,221
VietJet Air,3226938,17-05-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,17-05-2025,0,0,0,0,0,222
VietJet Air,2558366,12-05-2025,08:40,DAD,16:15,VDO,7h 35m,"1 điểm dừng
Tự trung chuyển",7.58,12-05-2025,0,0,0,0,0,223
VietJet Air,2558366,12-05-2025,07:20,DAD,16:15,VDO,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,12-05-2025,0,0,0,0,0,224
"Bamboo Airways, VietJet Air",2616138,12-05-2025,08:25,DAD,16:15,VDO,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,12-05-2025,1,1,0,1,0,225
VietJet Air,2731931,12-05-2025,05:30,DAD,16:15,VDO,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,12-05-2025,0,0,0,0,0,226
"Vietravel Airlines, Vietnam Airlines",2798982,12-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,13-05-2025,1,0,1,0,1,227
"VietJet Air, Vietnam Airlines",2809651,12-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,13-05-2025,1,1,1,0,0,228
"VietJet Air, Vietnam Airlines",2809651,12-05-2025,22:00,DAD,08:00,VDO,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,13-05-2025,1,1,1,0,0,229
"VietJet Air, Vietnam Airlines",2820927,12-05-2025,21:05,DAD,08:00,VDO,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,13-05-2025,1,1,1,0,0,230
"VietJet Air, Vietnam Airlines",2843870,12-05-2025,19:45,DAD,08:00,VDO,12h 15m,"1 điểm dừng
Tự trung chuyển",12.25,13-05-2025,1,1,1,0,0,231
"VietJet Air, Vietnam Airlines",2935640,12-05-2025,08:40,DAD,08:00,VDO,23h 20m,"1 điểm dừng
Tự trung chuyển",23.33,13-05-2025,1,1,1,0,0,232
"VietJet Air, Vietnam Airlines",2935640,12-05-2025,07:20,DAD,08:00,VDO,24h 40m,"1 điểm dừng
Tự trung chuyển",24.67,13-05-2025,1,1,1,0,0,233
"Vietnam Airlines, VietJet Air",3419589,12-05-2025,10:00,DAD,16:15,VDO,6h 15m,"1 điểm dừng
Tự trung chuyển",6.25,12-05-2025,1,1,1,0,0,234
"Vietnam Airlines, VietJet Air",3578430,12-05-2025,09:00,DAD,16:15,VDO,7h 15m,"1 điểm dừng
Tự trung chuyển",7.25,12-05-2025,1,1,1,0,0,235
"Vietravel Airlines, VietJet Air",2222527,13-05-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,14-05-2025,1,1,0,0,1,236
VietJet Air,2448808,13-05-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,14-05-2025,0,0,0,0,0,237
VietJet Air,2521777,13-05-2025,19:45,DAD,16:15,VDO,20h 30m,"1 điểm dừng
Tự trung chuyển",20.5,14-05-2025,0,0,0,0,0,238
VietJet Air,2561713,13-05-2025,21:05,DAD,16:15,VDO,19h 10m,"1 điểm dừng
Tự trung chuyển",19.17,14-05-2025,0,0,0,0,0,239
VietJet Air,2691352,13-05-2025,16:00,DAD,16:15,VDO,24h 15m,"1 điểm dừng
Tự trung chuyển",24.25,14-05-2025,0,0,0,0,0,240
"Bamboo Airways, VietJet Air",2699092,13-05-2025,23:45,DAD,16:15,VDO,16h 30m,"1 điểm dừng
Tự trung chuyển",16.5,14-05-2025,1,1,0,1,0,241
VietJet Air,2784120,13-05-2025,15:20,DAD,16:15,VDO,24h 55m,"1 điểm dừng
Tự trung chuyển",24.92,14-05-2025,0,0,0,0,0,242
VietJet Air,2223000,14-05-2025,06:55,DAD,16:15,VDO,9h 20m,"1 điểm dừng
Tự trung chuyển",9.33,14-05-2025,0,0,0,0,0,243
"Vietravel Airlines, Vietnam Airlines",2374047,14-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,15-05-2025,1,0,1,0,1,244
"VietJet Air, Vietnam Airlines",2374520,14-05-2025,06:55,DAD,08:00,VDO,25h 5m,"1 điểm dừng
Tự trung chuyển",25.08,15-05-2025,1,1,1,0,0,245
VietJet Air,2417215,14-05-2025,05:30,DAD,16:15,VDO,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,14-05-2025,0,0,0,0,0,246
VietJet Air,2521777,14-05-2025,08:40,DAD,16:15,VDO,7h 35m,"1 điểm dừng
Tự trung chuyển",7.58,14-05-2025,0,0,0,0,0,247
"VietJet Air, Vietnam Airlines",2568735,14-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,15-05-2025,1,1,1,0,0,248
"VietJet Air, Vietnam Airlines",2568735,14-05-2025,07:40,DAD,08:00,VDO,24h 20m,"1 điểm dừng
Tự trung chuyển",24.33,15-05-2025,1,1,1,0,0,249
"VietJet Air, Vietnam Airlines",2673297,14-05-2025,21:05,DAD,08:00,VDO,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,15-05-2025,1,1,1,0,0,250
"VietJet Air, Vietnam Airlines",2673297,14-05-2025,19:45,DAD,08:00,VDO,12h 15m,"1 điểm dừng
Tự trung chuyển",12.25,15-05-2025,1,1,1,0,0,251
VietJet Air,1972446,15-05-2025,22:00,DAD,16:15,VDO,18h 15m,"1 điểm dừng
Tự trung chuyển",18.25,16-05-2025,0,0,0,0,0,252
"Vietravel Airlines, VietJet Air",2103506,15-05-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,16-05-2025,1,1,0,0,1,253
VietJet Air,2191461,15-05-2025,21:05,DAD,16:15,VDO,19h 10m,"1 điểm dừng
Tự trung chuyển",19.17,16-05-2025,0,0,0,0,0,254
VietJet Air,2223054,15-05-2025,23:15,DAD,16:15,VDO,17h 0m,"1 điểm dừng
Tự trung chuyển",17.0,16-05-2025,0,0,0,0,0,255
VietJet Air,2296023,15-05-2025,18:05,DAD,16:15,VDO,22h 10m,"1 điểm dừng
Tự trung chuyển",22.17,16-05-2025,0,0,0,0,0,256
VietJet Air,2296023,15-05-2025,16:00,DAD,16:15,VDO,24h 15m,"1 điểm dừng
Tự trung chuyển",24.25,16-05-2025,0,0,0,0,0,257
VietJet Air,2296023,15-05-2025,15:20,DAD,16:15,VDO,24h 55m,"1 điểm dừng
Tự trung chuyển",24.92,16-05-2025,0,0,0,0,0,258
VietJet Air,1997246,16-05-2025,05:30,DAD,16:15,VDO,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,16-05-2025,0,0,0,0,0,259
VietJet Air,2335959,16-05-2025,06:55,DAD,16:15,VDO,9h 20m,"1 điểm dừng
Tự trung chuyển",9.33,16-05-2025,0,0,0,0,0,260
"Vietravel Airlines, Vietnam Airlines",2368465,16-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,17-05-2025,1,0,1,0,1,261
"VietJet Air, Vietnam Airlines",2374520,16-05-2025,23:15,DAD,08:00,VDO,8h 45m,"1 điểm dừng
Tự trung chuyển",8.75,17-05-2025,1,1,1,0,0,262
"Bamboo Airways, VietJet Air",2473338,16-05-2025,08:25,DAD,16:15,VDO,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,16-05-2025,1,1,0,1,0,263
"VietJet Air, Vietnam Airlines",2600328,16-05-2025,19:45,DAD,08:00,VDO,12h 15m,"1 điểm dừng
Tự trung chuyển",12.25,17-05-2025,1,1,1,0,0,264
"VietJet Air, Vietnam Airlines",2713233,16-05-2025,21:05,DAD,08:00,VDO,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,17-05-2025,1,1,1,0,0,265
"VietJet Air, Vietnam Airlines",2713233,16-05-2025,07:40,DAD,08:00,VDO,24h 20m,"1 điểm dừng
Tự trung chuyển",24.33,17-05-2025,1,1,1,0,0,266
"VietJet Air, Vietnam Airlines",2713233,16-05-2025,06:55,DAD,08:00,VDO,25h 5m,"1 điểm dừng
Tự trung chuyển",25.08,17-05-2025,1,1,1,0,0,267
Vietnam Airlines,1565433,14-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,14-04-2025,0,0,0,0,0,268
VietJet Air,1052363,14-04-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,14-04-2025,0,0,0,0,0,270
Vietnam Airlines,1539459,15-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,15-04-2025,0,0,0,0,0,271
VietJet Air,1137150,15-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,15-04-2025,0,0,0,0,0,273
VietJet Air,2086795,15-04-2025,14:55,DAD,19:30,DLI,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,15-04-2025,0,0,0,0,0,274
"Vietnam Airlines, VietJet Air",2480751,16-04-2025,06:00,DAD,10:50,DLI,4h 50m,"1 điểm dừng
Tự trung chuyển",4.83,16-04-2025,1,1,1,0,0,275
Vietnam Airlines,1573244,17-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,17-04-2025,0,0,0,0,0,277
VietJet Air,1136153,17-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,17-04-2025,0,0,0,0,0,279
Vietnam Airlines,1861137,18-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,18-04-2025,0,0,0,0,0,280
VietJet Air,2574433,18-04-2025,08:40,DAD,16:30,DLI,7h 50m,"1 điểm dừng
Tự trung chuyển",7.83,18-04-2025,0,0,0,0,0,282
VietJet Air,2762070,18-04-2025,11:25,DAD,17:35,DLI,6h 10m,"1 điểm dừng
Tự trung chuyển",6.17,18-04-2025,0,0,0,0,0,283
"Vietnam Airlines, VietJet Air",2830790,18-04-2025,06:00,DAD,10:50,DLI,4h 50m,"1 điểm dừng
Tự trung chuyển",4.83,18-04-2025,1,1,1,0,0,284
VietJet Air,2834921,18-04-2025,11:10,DAD,16:30,DLI,5h 20m,"1 điểm dừng
Tự trung chuyển",5.33,18-04-2025,0,0,0,0,0,285
"Vietnam Airlines, VietJet Air",3462936,18-04-2025,09:35,DAD,17:35,DLI,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,18-04-2025,1,1,1,0,0,286
Vietnam Airlines,1538460,19-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,19-04-2025,0,0,0,0,0,287
VietJet Air,1137150,19-04-2025,15:45,DAD,16:50,DLI,1h 5m,Bay thẳng,1.08,19-04-2025,0,0,0,0,0,289
Vietnam Airlines,1718244,20-04-2025,06:05,DAD,07:15,DLI,1h 10m,Bay thẳng,1.17,20-04-2025,0,0,0,0,0,290
VietJet Air,1136153,20-04-2025,13:35,DAD,14:40,DLI,1h 5m,Bay thẳng,1.08,20-04-2025,0,0,0,0,0,292
VietJet Air,2176388,14-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,14-04-2025,0,0,0,0,0,293
VietJet Air,2133950,14-04-2025,07:40,DAD,18:15,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,14-04-2025,0,0,0,0,0,294
VietJet Air,2133950,14-04-2025,07:20,DAD,18:15,PQC,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,14-04-2025,0,0,0,0,0,295
"Bamboo Airways, Vietravel Airlines",2386727,14-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,14-04-2025,1,0,0,1,1,296
"Bamboo Airways, VietJet Air",2435842,14-04-2025,11:50,DAD,18:15,PQC,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,14-04-2025,1,1,0,1,0,297
VietJet Air,2509150,14-04-2025,11:10,DAD,18:15,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,14-04-2025,0,0,0,0,0,298
VietJet Air,2562605,14-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,14-04-2025,0,0,0,0,0,299
VietJet Air,2811978,14-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,14-04-2025,0,0,0,0,0,300
VietJet Air,1573058,15-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,15-04-2025,0,0,0,0,0,301
VietJet Air,2176388,15-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,15-04-2025,0,0,0,0,0,302
VietJet Air,2151185,15-04-2025,06:55,DAD,16:40,PQC,9h 45m,"1 điểm dừng
Tự trung chuyển",9.75,15-04-2025,0,0,0,0,0,303
VietJet Air,2262185,15-04-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,15-04-2025,0,0,0,0,0,304
VietJet Air,2413528,15-04-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,15-04-2025,0,0,0,0,0,305
VietJet Air,2437605,15-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,15-04-2025,0,0,0,0,0,306
"Vietnam Airlines, VietJet Air",2560297,15-04-2025,06:00,DAD,12:35,PQC,6h 35m,"1 điểm dừng
Tự trung chuyển",6.58,15-04-2025,1,1,1,0,0,307
VietJet Air,2635821,15-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,15-04-2025,0,0,0,0,0,308
"Bamboo Airways, Vietravel Airlines",2638097,15-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,15-04-2025,1,0,0,1,1,309
VietJet Air,1573058,16-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,16-04-2025,0,0,0,0,0,310
VietJet Air,2176388,16-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,16-04-2025,0,0,0,0,0,311
VietJet Air,2151185,16-04-2025,06:55,DAD,16:40,PQC,9h 45m,"1 điểm dừng
Tự trung chuyển",9.75,16-04-2025,0,0,0,0,0,312
VietJet Air,2262185,16-04-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,16-04-2025,0,0,0,0,0,313
VietJet Air,2413528,16-04-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,16-04-2025,0,0,0,0,0,314
VietJet Air,2437605,16-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,16-04-2025,0,0,0,0,0,315
"Vietnam Airlines, VietJet Air",2560297,16-04-2025,06:00,DAD,12:35,PQC,6h 35m,"1 điểm dừng
Tự trung chuyển",6.58,16-04-2025,1,1,1,0,0,316
VietJet Air,2635821,16-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,16-04-2025,0,0,0,0,0,317
"Bamboo Airways, Vietravel Airlines",2638097,16-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,16-04-2025,1,0,0,1,1,318
VietJet Air,1566075,17-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,17-04-2025,0,0,0,0,0,319
VietJet Air,1748556,17-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,17-04-2025,0,0,0,0,0,320
"VietJet Air, Vietravel Airlines",2324201,17-04-2025,08:40,DAD,18:25,PQC,9h 45m,"1 điểm dừng
Tự trung chuyển",9.75,17-04-2025,1,1,0,0,1,321
"VietJet Air, Vietravel Airlines",2337168,17-04-2025,07:40,DAD,18:25,PQC,10h 45m,"1 điểm dừng
Tự trung chuyển",10.75,17-04-2025,1,1,0,0,1,322
VietJet Air,2386188,17-04-2025,08:40,DAD,15:05,PQC,6h 25m,"1 điểm dừng
Tự trung chuyển",6.42,17-04-2025,0,0,0,0,0,323
"Bamboo Airways, Vietravel Airlines",2392353,17-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,17-04-2025,1,0,0,1,1,324
VietJet Air,2399155,17-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,17-04-2025,0,0,0,0,0,325
VietJet Air,2399155,17-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,17-04-2025,0,0,0,0,0,326
"VietJet Air, Vietravel Airlines",2760108,17-04-2025,09:35,DAD,18:25,PQC,8h 50m,"1 điểm dừng
Tự trung chuyển",8.83,17-04-2025,1,1,0,0,1,327
VietJet Air,3124196,17-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,17-04-2025,0,0,0,0,0,328
VietJet Air,2673185,18-04-2025,07:40,DAD,12:35,PQC,4h 55m,"1 điểm dừng
Tự trung chuyển",4.92,18-04-2025,0,0,0,0,0,330
VietJet Air,2673185,18-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,18-04-2025,0,0,0,0,0,331
VietJet Air,1572060,19-04-2025,13:05,DAD,14:50,PQC,1h 45m,Bay thẳng,1.75,19-04-2025,0,0,0,0,0,332
VietJet Air,1748556,19-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,19-04-2025,0,0,0,0,0,333
VietJet Air,1885561,19-04-2025,07:20,DAD,18:15,PQC,10h 55m,"1 điểm dừng
Tự trung chuyển",10.92,19-04-2025,0,0,0,0,0,334
VietJet Air,1958530,19-04-2025,07:40,DAD,18:15,PQC,10h 35m,"1 điểm dừng
Tự trung chuyển",10.58,19-04-2025,0,0,0,0,0,335
VietJet Air,2314216,19-04-2025,07:20,DAD,12:35,PQC,5h 15m,"1 điểm dừng
Tự trung chuyển",5.25,19-04-2025,0,0,0,0,0,336
VietJet Air,2314216,19-04-2025,07:20,DAD,15:05,PQC,7h 45m,"1 điểm dừng
Tự trung chuyển",7.75,19-04-2025,0,0,0,0,0,337
VietJet Air,2387185,19-04-2025,07:40,DAD,15:05,PQC,7h 25m,"1 điểm dừng
Tự trung chuyển",7.42,19-04-2025,0,0,0,0,0,338
"Bamboo Airways, Vietravel Airlines",2539983,19-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,19-04-2025,1,0,0,1,1,339
VietJet Air,2887191,19-04-2025,05:30,DAD,17:40,PQC,12h 10m,"1 điểm dừng
Tự trung chuyển",12.17,19-04-2025,0,0,0,0,0,340
VietJet Air,2347720,20-04-2025,11:20,DAD,13:05,PQC,1h 45m,Bay thẳng,1.75,20-04-2025,0,0,0,0,0,341
VietJet Air,2133950,20-04-2025,06:55,DAD,18:15,PQC,11h 20m,"1 điểm dừng
Tự trung chuyển",11.33,20-04-2025,0,0,0,0,0,342
"VietJet Air, Vietravel Airlines",2172440,20-04-2025,06:55,DAD,18:25,PQC,11h 30m,"1 điểm dừng
Tự trung chuyển",11.5,20-04-2025,1,1,0,0,1,343
"Bamboo Airways, Vietravel Airlines",2317135,20-04-2025,08:25,DAD,18:25,PQC,10h 0m,"1 điểm dừng
Tự trung chuyển",10.0,20-04-2025,1,0,0,1,1,344
VietJet Air,2414528,20-04-2025,08:40,DAD,16:40,PQC,8h 0m,"1 điểm dừng
Tự trung chuyển",8.0,20-04-2025,0,0,0,0,0,345
VietJet Air,2437605,20-04-2025,06:55,DAD,12:35,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,20-04-2025,0,0,0,0,0,346
